Liefertermin   Mittwoch, 17.10.07;;;;;;

Anzahl;WHS - Profile ;;Anzahl;WHS - Profile;;

4;5750;;4;2086;;
4;4236;;1;2080;;
1;4175;;2;2000;;
4;4160;;12;1890;;
6;4136;;1;1800;;
4;4000;;2;1796;;
4;3886;;2;1626;;
1;3806;;3;1625;;
4;3775;;3;1624;;
16;3538;;1;1600;;
4;3526;;4;1575;;
4;3513;;1;1510;;
4;3500;;2;1500
4;3470;;3;1475
4;3350;;1;1296
1;3135;;6;1276
1;3132;;1;1200
10;2996;;1;1196
3;2846;;2;1156
4;2800;;3;1100
4;2723;;2;1080
6;2576;;1;1050
1;2562;;2;1000
1;2535;;2;824
5;2526;;1;600
1;2510;;4;596
2;2500;;2;494
2;2400;;1;450
6;2396;;8;426;
1;2385;;4;400;
4;2346;;10;376;
4;2300;;2;326;
2;2250;;4;300;
4;2246;;2;100;232 Stck.
1;2121;;;;
1;2100;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
